Model,Üretim Yılı,Motor Sayısı,Motor Türü,Kapasite,Menzil (km),Yakıt Tüketimi (L/saat),Saatlik Bakım Maliyeti ($),Yaş,Satış Bölgesi,Fiyat ($)
Boeing 737,1991,2,Turbofan,162,5700,9.88,1292.87,32,Kuzey Amerika,69349362.49
Boeing 777,2009,2,Turbofan,396,15600,3.13,1920.44,14,Avustralya,471153411.77
Boeing 737,2020,2,Turbofan,162,5700,4.44,1503.28,3,Afrika,141627002.96
Boeing 777,2007,2,Turbofan,396,15600,2.16,1687.13,16,Avustralya,494701743.95
Bombardier CRJ200,2000,2,Turbofan,50,3000,9.87,2835.22,23,Kuzey Amerika,13161049.1
Airbus A320,1984,2,Turbofan,180,6300,9.45,2620.28,39,Kuzey Amerika,82092709.89
Boeing 737,2004,2,Turbofan,162,5700,12.77,4675.55,19,Afrika,69873483.79
Boeing 777,1983,2,Turbofan,396,15600,8.56,1681.85,40,Kuzey Amerika,367568769.37
Boeing 777,1991,2,Turbofan,396,15600,8.54,3848.22,32,Afrika,403600467.15
Boeing 737,2011,2,Turbofan,162,5700,5.76,4126.87,12,Avrupa,93635573.71
Cessna 172,2005,1,Piston,4,1285,27.06,3488.57,18,Avrupa,326422.49
Bombardier CRJ200,2011,2,Turbofan,50,3000,8.44,4475.07,12,Asya,18825240.42
Airbus A320,2014,2,Turbofan,180,6300,11.8,1909.63,9,Afrika,121744939.52
Airbus A320,2019,2,Turbofan,180,6300,11.42,4395.77,4,Avustralya,125117834.51
Boeing 737,2008,2,Turbofan,162,5700,4.79,2317.15,15,Avustralya,76874124.16
Boeing 777,1986,2,Turbofan,396,15600,11.66,1292.4,37,Asya,361846245.24
Boeing 737,1984,2,Turbofan,162,5700,7.9,1634.31,39,Güney Amerika,64646359.73
Bombardier CRJ200,1996,2,Turbofan,50,3000,3.04,2259.92,27,Afrika,12021539.97
Boeing 737,2011,2,Turbofan,162,5700,9.68,904.22,12,Avrupa,82218933.31
Bombardier CRJ200,2020,2,Turbofan,50,3000,2.7,2443.3,3,Asya,26799834.52
Boeing 737,2022,2,Turbofan,162,5700,8.56,2824.46,1,Afrika,108902006.5
Boeing 777,1989,2,Turbofan,396,15600,4.26,1631.44,34,Avustralya,415465066.35
Boeing 777,2005,2,Turbofan,396,15600,13.11,4810.26,18,Güney Amerika,472251587.65
Boeing 737,2012,2,Turbofan,162,5700,8.39,1444.52,11,Avustralya,87853505.27
Airbus A350,2010,2,Turbofan,350,14800,10.73,588.25,13,Afrika,603200207.74
Airbus A350,1984,2,Turbofan,350,14800,12.45,1239.77,39,Güney Amerika,374364350.06
Airbus A320,1980,2,Turbofan,180,6300,3.65,4063.82,43,Afrika,69239250.3
Bombardier CRJ200,2010,2,Turbofan,50,3000,5.42,1646.24,13,Asya,17231235.29
Cessna 172,2014,1,Piston,4,1285,26.46,3003.06,9,Kuzey Amerika,326409.15
Boeing 777,2023,2,Turbofan,396,15600,13.15,1143.87,0,Kuzey Amerika,887668796.54
Airbus A350,1983,2,Turbofan,350,14800,10.57,1889.87,40,Avustralya,331793153.82
Bombardier CRJ200,1985,2,Turbofan,50,3000,11.52,2731.19,38,Kuzey Amerika,15166807.32
Cessna 172,2001,1,Piston,4,1285,36.73,894.98,22,Asya,249693.74
Airbus A350,1998,2,Turbofan,350,14800,7.25,2467.77,25,Avustralya,345614634.49
Airbus A320,1991,2,Turbofan,180,6300,8.59,1116.35,32,Güney Amerika,77833658.07
Boeing 737,2004,2,Turbofan,162,5700,5.36,3936.27,19,Avustralya,70233544.94
Airbus A320,1999,2,Turbofan,180,6300,14.9,2663.54,24,Avustralya,88658425.86
Airbus A350,1986,2,Turbofan,350,14800,11.98,2366.81,37,Avustralya,390210350.93
Bombardier CRJ200,2002,2,Turbofan,50,3000,3.6,682.29,21,Afrika,13405210.29
Boeing 737,2020,2,Turbofan,162,5700,6.5,4305.85,3,Afrika,103781492.19
Bombardier CRJ200,1992,2,Turbofan,50,3000,11.22,3445.8,31,Avrupa,9908513.32
Boeing 737,1992,2,Turbofan,162,5700,6.45,3096.74,31,Asya,70333334.73
Bombardier CRJ200,2017,2,Turbofan,50,3000,14.91,877.43,6,Avrupa,20470384.32
Airbus A350,2004,2,Turbofan,350,14800,6.28,3426.34,19,Asya,494106488.33
Cessna 172,2021,1,Piston,4,1285,20.48,2261.54,2,Kuzey Amerika,369354.2
Airbus A350,2014,2,Turbofan,350,14800,8.65,3741.87,9,Afrika,503482591.79
Boeing 737,1982,2,Turbofan,162,5700,2.54,4746.04,41,Kuzey Amerika,80383832.2
Boeing 737,2001,2,Turbofan,162,5700,2.64,4640.89,22,Avustralya,71765425.71
Boeing 737,2005,2,Turbofan,162,5700,13.1,3080.75,18,Asya,85280798.76
Airbus A320,2021,2,Turbofan,180,6300,11.52,585.7,2,Avustralya,145305108.65
Cessna 172,2009,1,Piston,4,1285,36.29,4699.01,14,Avustralya,289929.07
Cessna 172,1989,1,Piston,4,1285,28.81,4640.51,34,Avustralya,212045.34
Cessna 172,1994,1,Piston,4,1285,37.59,630.49,29,Asya,190920.14
Boeing 737,1989,2,Turbofan,162,5700,2.84,1464.22,34,Afrika,63132639.56
Bombardier CRJ200,1981,2,Turbofan,50,3000,10.09,3084.32,42,Afrika,13704133.7
Cessna 172,1982,1,Piston,4,1285,34.62,4374.54,41,Avrupa,214223.51
Bombardier CRJ200,2021,2,Turbofan,50,3000,11.04,557.4,2,Avrupa,26801296.42
Boeing 737,1991,2,Turbofan,162,5700,6.55,3420.86,32,Avustralya,51074906.58
Boeing 737,1999,2,Turbofan,162,5700,3.74,4626.94,24,Asya,64170696.47
Airbus A350,2019,2,Turbofan,350,14800,4.79,2181.05,4,Avrupa,639045297.08
Cessna 172,1984,1,Piston,4,1285,27.72,3133.05,39,Asya,213221.94
Boeing 737,2011,2,Turbofan,162,5700,10.97,4146.95,12,Güney Amerika,95899798.13
Cessna 172,1994,1,Piston,4,1285,37.92,3761.92,29,Asya,200220.14
Airbus A320,2007,2,Turbofan,180,6300,12.81,1726.1,16,Kuzey Amerika,103396366.94
Bombardier CRJ200,2023,2,Turbofan,50,3000,8.42,4912.12,0,Afrika,26046221.97
Boeing 777,1987,2,Turbofan,396,15600,14.26,837.92,36,Avustralya,326903618.08
Cessna 172,2014,1,Piston,4,1285,46.5,2142.88,9,Avrupa,375264.59
Boeing 777,1993,2,Turbofan,396,15600,10.15,3230.24,30,Asya,428470112.38
Cessna 172,1991,1,Piston,4,1285,35.15,3371.01,32,Kuzey Amerika,219928.21
Boeing 737,1987,2,Turbofan,162,5700,12.1,3795.31,36,Kuzey Amerika,63663970.68
Airbus A320,2006,2,Turbofan,180,6300,4.8,4426.08,17,Avrupa,103073297.06
Bombardier CRJ200,2003,2,Turbofan,50,3000,12.78,2813.36,20,Güney Amerika,13252651.22
Airbus A320,2008,2,Turbofan,180,6300,9.42,2497.03,15,Avrupa,103597037.89
Cessna 172,1982,1,Piston,4,1285,43.12,3268.47,41,Avrupa,214398.9
Boeing 737,2020,2,Turbofan,162,5700,9.73,1208.75,3,Güney Amerika,105501476.61
Airbus A350,1990,2,Turbofan,350,14800,14.74,1055.59,33,Asya,384323880.64
Airbus A350,1985,2,Turbofan,350,14800,4.96,2271.74,38,Asya,390966478.68
Boeing 737,1991,2,Turbofan,162,5700,10.37,3242.5,32,Asya,57225922.18
Bombardier CRJ200,2021,2,Turbofan,50,3000,13.62,896.03,2,Güney Amerika,19540819.88
Boeing 777,2006,2,Turbofan,396,15600,7.07,2580.63,17,Avustralya,475875192.57
Airbus A350,1988,2,Turbofan,350,14800,14.08,4386.1,35,Avrupa,400850407.52
Airbus A320,2020,2,Turbofan,180,6300,14.1,4016.85,3,Kuzey Amerika,141220964.02
Cessna 172,2008,1,Piston,4,1285,33.08,1605.88,15,Afrika,323055.94
Airbus A320,1991,2,Turbofan,180,6300,9.34,523.96,32,Güney Amerika,74010966.91
Bombardier CRJ200,1982,2,Turbofan,50,3000,6.19,2026.42,41,Güney Amerika,13243611.82
Airbus A320,2011,2,Turbofan,180,6300,13.09,3241.38,12,Güney Amerika,123860827.42
Boeing 737,2020,2,Turbofan,162,5700,8.75,1690.69,3,Kuzey Amerika,116078692.51
Boeing 777,2006,2,Turbofan,396,15600,10.6,3005.65,17,Asya,523369508.64
Cessna 172,1995,1,Piston,4,1285,39.45,3163.61,28,Avrupa,198500.75
Boeing 737,2013,2,Turbofan,162,5700,9.75,1024.0,10,Asya,102724787.29
Cessna 172,2003,1,Piston,4,1285,13.19,1737.41,20,Güney Amerika,297616.46
Cessna 172,1994,1,Piston,4,1285,38.82,1979.36,29,Afrika,169235.68
Bombardier CRJ200,2022,2,Turbofan,50,3000,6.33,3396.97,1,Avrupa,25399183.16
Boeing 777,1983,2,Turbofan,396,15600,9.19,3368.5,40,Avrupa,447458054.93
Boeing 737,1989,2,Turbofan,162,5700,11.05,551.25,34,Avustralya,67005371.1
Airbus A350,2011,2,Turbofan,350,14800,9.64,4180.93,12,Avrupa,557065695.43
Airbus A320,2022,2,Turbofan,180,6300,4.65,1634.82,1,Asya,148842033.61
Boeing 737,2021,2,Turbofan,162,5700,8.69,1832.29,2,Kuzey Amerika,96199872.84
Boeing 777,1993,2,Turbofan,396,15600,14.71,1244.17,30,Afrika,399690336.41
Boeing 777,2001,2,Turbofan,396,15600,7.67,3762.1,22,Güney Amerika,483821026.47
Airbus A350,1982,2,Turbofan,350,14800,6.43,3335.16,41,Asya,397452966.59
Bombardier CRJ200,1983,2,Turbofan,50,3000,9.53,2741.58,40,Güney Amerika,10002889.85
Airbus A320,1990,2,Turbofan,180,6300,6.77,1789.97,33,Asya,76636770.03
Airbus A350,2012,2,Turbofan,350,14800,12.57,966.99,11,Asya,573413773.79
Boeing 737,1995,2,Turbofan,162,5700,10.57,674.93,28,Avustralya,67478155.4
Airbus A350,2017,2,Turbofan,350,14800,5.97,2682.47,6,Güney Amerika,629876547.06
Boeing 777,2006,2,Turbofan,396,15600,6.97,2829.38,17,Avrupa,473412328.09
Bombardier CRJ200,2023,2,Turbofan,50,3000,7.53,4986.46,0,Kuzey Amerika,24544515.26
Airbus A320,1987,2,Turbofan,180,6300,11.23,2067.04,36,Kuzey Amerika,86676944.25
Airbus A320,1986,2,Turbofan,180,6300,11.35,2544.22,37,Avrupa,74964772.52
Bombardier CRJ200,2006,2,Turbofan,50,3000,13.0,983.54,17,Avrupa,14599338.23
Airbus A350,1994,2,Turbofan,350,14800,6.11,1153.79,29,Asya,397903521.45
Airbus A350,2017,2,Turbofan,350,14800,5.34,4892.32,6,Afrika,623965291.7
Boeing 737,2007,2,Turbofan,162,5700,9.43,2287.52,16,Avrupa,85920248.32
Airbus A320,2019,2,Turbofan,180,6300,8.72,4789.06,4,Afrika,146973182.24
Airbus A320,2004,2,Turbofan,180,6300,6.1,683.53,19,Kuzey Amerika,109895080.36
Airbus A320,2009,2,Turbofan,180,6300,14.36,3089.97,14,Avustralya,108434266.48
Airbus A320,2020,2,Turbofan,180,6300,4.62,1490.49,3,Kuzey Amerika,154922149.3
Boeing 777,1992,2,Turbofan,396,15600,13.08,4651.25,31,Kuzey Amerika,376588771.44
Airbus A320,1982,2,Turbofan,180,6300,8.04,2769.71,41,Avustralya,88963614.95
Cessna 172,1983,1,Piston,4,1285,30.2,1640.29,40,Kuzey Amerika,220320.3
Airbus A320,1987,2,Turbofan,180,6300,8.72,2402.91,36,Afrika,82088883.05
Airbus A350,2006,2,Turbofan,350,14800,11.63,2164.99,17,Avrupa,525199686.06
Boeing 777,1994,2,Turbofan,396,15600,4.66,3751.75,29,Kuzey Amerika,427044470.66
Cessna 172,1990,1,Piston,4,1285,28.79,2020.86,33,Avustralya,238656.21
Cessna 172,1990,1,Piston,4,1285,15.53,1982.09,33,Güney Amerika,197138.58
Cessna 172,1994,1,Piston,4,1285,49.2,2295.68,29,Asya,225413.67
Airbus A350,2013,2,Turbofan,350,14800,2.92,2448.38,10,Afrika,515912161.16
Airbus A320,2017,2,Turbofan,180,6300,11.13,2695.44,6,Afrika,152881949.27
Airbus A350,1997,2,Turbofan,350,14800,3.12,1800.22,26,Asya,373751972.55
Bombardier CRJ200,2007,2,Turbofan,50,3000,6.92,4714.55,16,Avustralya,18679386.62
Airbus A320,1995,2,Turbofan,180,6300,11.31,1959.41,28,Kuzey Amerika,81179339.7
Airbus A350,2017,2,Turbofan,350,14800,5.79,1109.38,6,Avrupa,675881872.08
Cessna 172,1989,1,Piston,4,1285,38.7,1501.92,34,Güney Amerika,206030.41
Boeing 737,2006,2,Turbofan,162,5700,8.86,4744.84,17,Asya,66466448.91
Boeing 737,2010,2,Turbofan,162,5700,8.18,1966.51,13,Avustralya,113846837.62
Cessna 172,1982,1,Piston,4,1285,49.44,3212.63,41,Afrika,211951.31
Cessna 172,2005,1,Piston,4,1285,45.8,3458.5,18,Afrika,300650.61
Bombardier CRJ200,1986,2,Turbofan,50,3000,14.5,2268.28,37,Afrika,14218905.2
Airbus A350,1995,2,Turbofan,350,14800,14.36,3694.12,28,Asya,317243591.56
Cessna 172,1980,1,Piston,4,1285,39.85,1600.77,43,Avustralya,176438.87
Bombardier CRJ200,2006,2,Turbofan,50,3000,9.18,3994.73,17,Avrupa,16188960.21
Airbus A320,2002,2,Turbofan,180,6300,6.2,3474.38,21,Kuzey Amerika,112418047.82
Airbus A320,2021,2,Turbofan,180,6300,4.58,2322.1,2,Asya,144769252.28
Boeing 737,2010,2,Turbofan,162,5700,8.65,4827.38,13,Avustralya,88365990.46
Boeing 777,1990,2,Turbofan,396,15600,7.29,2098.09,33,Avustralya,459412507.74
Airbus A350,2016,2,Turbofan,350,14800,9.07,2341.38,7,Avustralya,627312228.45
Cessna 172,1981,1,Piston,4,1285,29.84,1106.54,42,Afrika,280326.68
Airbus A350,1988,2,Turbofan,350,14800,3.64,1260.97,35,Avustralya,378297762.35
Airbus A350,1991,2,Turbofan,350,14800,7.22,3467.71,32,Kuzey Amerika,396973643.56
Bombardier CRJ200,2009,2,Turbofan,50,3000,10.29,4590.41,14,Avustralya,16295773.82
Bombardier CRJ200,1980,2,Turbofan,50,3000,12.67,4820.05,43,Avustralya,13628306.43
Boeing 737,2004,2,Turbofan,162,5700,4.24,4342.77,19,Avustralya,71347441.77
Boeing 777,2013,2,Turbofan,396,15600,13.12,1719.09,10,Asya,572711540.23
Boeing 777,2007,2,Turbofan,396,15600,2.99,643.48,16,Kuzey Amerika,494542829.4
Bombardier CRJ200,2019,2,Turbofan,50,3000,12.37,1543.37,4,Güney Amerika,20788975.25
Cessna 172,1993,1,Piston,4,1285,10.23,3034.07,30,Avustralya,172727.39
Boeing 737,2019,2,Turbofan,162,5700,10.79,1012.75,4,Kuzey Amerika,99588155.01
Bombardier CRJ200,1983,2,Turbofan,50,3000,11.37,3659.44,40,Güney Amerika,12943396.16
Bombardier CRJ200,2003,2,Turbofan,50,3000,7.76,4755.33,20,Asya,17126849.32
Boeing 737,2004,2,Turbofan,162,5700,8.19,3196.82,19,Kuzey Amerika,94299283.91
Airbus A350,2019,2,Turbofan,350,14800,9.58,4063.58,4,Asya,685876243.85
Boeing 777,2003,2,Turbofan,396,15600,14.25,4590.13,20,Avrupa,470076978.96
Bombardier CRJ200,2015,2,Turbofan,50,3000,6.28,605.57,8,Avustralya,18953972.41
Boeing 737,2015,2,Turbofan,162,5700,13.84,2915.91,8,Avustralya,108563284.61
Airbus A320,1988,2,Turbofan,180,6300,5.46,2894.53,35,Kuzey Amerika,71823428.84
Airbus A320,2014,2,Turbofan,180,6300,14.06,4547.54,9,Asya,140141623.55
Bombardier CRJ200,2010,2,Turbofan,50,3000,11.58,2227.77,13,Avustralya,17467460.76
Cessna 172,1993,1,Piston,4,1285,14.9,2641.74,30,Avustralya,211936.39
Airbus A320,2000,2,Turbofan,180,6300,6.77,3805.19,23,Kuzey Amerika,91145941.66
Boeing 777,2012,2,Turbofan,396,15600,3.31,584.96,11,Avustralya,742219361.44
Airbus A350,1997,2,Turbofan,350,14800,11.04,2006.31,26,Asya,370859103.29
Boeing 737,2003,2,Turbofan,162,5700,11.15,3643.86,20,Kuzey Amerika,82726889.08
Airbus A350,2011,2,Turbofan,350,14800,7.85,2701.38,12,Güney Amerika,565040331.99
Cessna 172,1987,1,Piston,4,1285,22.31,1397.21,36,Afrika,216313.75
Bombardier CRJ200,2014,2,Turbofan,50,3000,5.95,1618.41,9,Avustralya,18973326.69
Cessna 172,1998,1,Piston,4,1285,23.09,3968.67,25,Afrika,199575.2
Cessna 172,2003,1,Piston,4,1285,15.19,3986.86,20,Avustralya,243236.51
Bombardier CRJ200,1984,2,Turbofan,50,3000,8.59,2541.89,39,Avrupa,13308624.52
Airbus A350,1985,2,Turbofan,350,14800,2.58,4148.24,38,Asya,425794851.92
Airbus A350,1991,2,Turbofan,350,14800,5.64,1833.98,32,Kuzey Amerika,355552823.45
Boeing 737,1986,2,Turbofan,162,5700,8.78,1893.94,37,Avrupa,58662144.28
Boeing 777,1987,2,Turbofan,396,15600,6.95,3486.67,36,Avustralya,360676556.28
Airbus A320,2011,2,Turbofan,180,6300,9.04,1806.28,12,Avrupa,133918778.71
Airbus A320,2013,2,Turbofan,180,6300,3.04,606.72,10,Avustralya,133342949.72
Boeing 737,1998,2,Turbofan,162,5700,3.15,3746.8,25,Afrika,62713011.54
Bombardier CRJ200,2014,2,Turbofan,50,3000,11.52,4308.43,9,Avrupa,22136294.11
Airbus A350,2002,2,Turbofan,350,14800,4.88,2318.49,21,Afrika,449514005.21
Airbus A350,2021,2,Turbofan,350,14800,9.13,2804.11,2,Asya,884215633.02
Boeing 777,1992,2,Turbofan,396,15600,13.73,4769.17,31,Asya,453060579.87
Boeing 737,1994,2,Turbofan,162,5700,12.42,4440.73,29,Güney Amerika,63227589.07
Bombardier CRJ200,2001,2,Turbofan,50,3000,8.57,4309.41,22,Afrika,11173793.04
Cessna 172,2001,1,Piston,4,1285,15.56,3866.16,22,Avustralya,259728.02
Bombardier CRJ200,2000,2,Turbofan,50,3000,6.57,1241.3,23,Afrika,11854685.74
Cessna 172,2022,1,Piston,4,1285,23.99,1691.9,1,Avustralya,381139.03
Cessna 172,2015,1,Piston,4,1285,14.0,2998.68,8,Afrika,409979.42
Airbus A350,1999,2,Turbofan,350,14800,6.81,4122.58,24,Güney Amerika,437978565.15
Airbus A320,1999,2,Turbofan,180,6300,13.5,1443.47,24,Avrupa,88537046.86
Boeing 777,1994,2,Turbofan,396,15600,7.57,3273.01,29,Afrika,367377659.39
Boeing 777,1998,2,Turbofan,396,15600,12.53,2019.7,25,Asya,423966104.56
Airbus A320,2002,2,Turbofan,180,6300,11.96,3630.55,21,Kuzey Amerika,106605532.93
Airbus A350,1990,2,Turbofan,350,14800,4.75,2239.22,33,Güney Amerika,354841956.63
Airbus A320,2014,2,Turbofan,180,6300,14.69,3347.05,9,Kuzey Amerika,123455653.01
Airbus A320,1991,2,Turbofan,180,6300,9.04,3533.01,32,Avustralya,63400216.43
Bombardier CRJ200,2022,2,Turbofan,50,3000,11.9,4295.43,1,Avrupa,25021806.31
Airbus A320,1995,2,Turbofan,180,6300,13.13,3430.39,28,Asya,81472141.45
Boeing 737,2000,2,Turbofan,162,5700,6.52,1005.72,23,Güney Amerika,66830124.63
Airbus A320,2008,2,Turbofan,180,6300,12.25,852.09,15,Kuzey Amerika,113151353.61
Boeing 777,1991,2,Turbofan,396,15600,4.11,4259.69,32,Avrupa,415040566.15
Cessna 172,1982,1,Piston,4,1285,43.21,2840.37,41,Avustralya,231506.56
Boeing 777,2002,2,Turbofan,396,15600,4.52,2386.62,21,Avrupa,463225865.97
Boeing 777,2008,2,Turbofan,396,15600,12.47,2890.99,15,Güney Amerika,454431822.5
Airbus A320,2014,2,Turbofan,180,6300,9.56,4061.09,9,Kuzey Amerika,120413715.44
Boeing 737,1981,2,Turbofan,162,5700,13.36,725.29,42,Afrika,67102579.31
Airbus A350,1989,2,Turbofan,350,14800,5.21,840.0,34,Afrika,343566503.28
Boeing 777,1989,2,Turbofan,396,15600,5.87,4443.41,34,Asya,463801985.82
Bombardier CRJ200,2014,2,Turbofan,50,3000,5.91,553.42,9,Güney Amerika,16089922.87
Boeing 777,2021,2,Turbofan,396,15600,13.4,2906.93,2,Avustralya,853430166.46
Boeing 777,2010,2,Turbofan,396,15600,5.46,4606.18,13,Kuzey Amerika,723096508.85
Cessna 172,2022,1,Piston,4,1285,49.94,4771.01,1,Avrupa,345000.74
Cessna 172,2008,1,Piston,4,1285,39.08,1559.33,15,Kuzey Amerika,298586.04
Bombardier CRJ200,1987,2,Turbofan,50,3000,2.29,2697.51,36,Avustralya,11775684.76
Airbus A350,1982,2,Turbofan,350,14800,5.82,3591.17,41,Avrupa,305517576.74
Bombardier CRJ200,2015,2,Turbofan,50,3000,7.29,1252.1,8,Asya,21380966.29
Boeing 777,1981,2,Turbofan,396,15600,8.95,1545.23,42,Afrika,399159745.3
Cessna 172,1994,1,Piston,4,1285,36.84,1208.2,29,Afrika,183294.32
Boeing 777,1985,2,Turbofan,396,15600,3.44,3892.72,38,Kuzey Amerika,366866008.91
Boeing 737,2018,2,Turbofan,162,5700,5.44,3191.82,5,Avustralya,113565396.69
Airbus A320,2017,2,Turbofan,180,6300,8.73,2874.31,6,Güney Amerika,139172442.37
Airbus A320,1997,2,Turbofan,180,6300,7.22,3123.49,26,Avrupa,84537284.64
Boeing 737,1985,2,Turbofan,162,5700,12.1,4770.86,38,Güney Amerika,68385649.74
Airbus A350,2023,2,Turbofan,350,14800,12.77,2445.78,0,Avustralya,708597718.71
Boeing 737,2012,2,Turbofan,162,5700,4.46,4203.0,11,Afrika,88470262.27
Airbus A320,2011,2,Turbofan,180,6300,5.85,1838.72,12,Kuzey Amerika,131276910.51
Cessna 172,2018,1,Piston,4,1285,19.19,3765.06,5,Güney Amerika,360937.48
Boeing 737,2022,2,Turbofan,162,5700,2.58,2641.58,1,Kuzey Amerika,107614546.41
Airbus A350,1989,2,Turbofan,350,14800,11.31,4867.58,34,Avustralya,328346945.83
Airbus A350,2003,2,Turbofan,350,14800,10.14,2518.44,20,Afrika,395325014.44
Boeing 777,1980,2,Turbofan,396,15600,4.46,1158.68,43,Kuzey Amerika,380828462.33
Boeing 777,2002,2,Turbofan,396,15600,13.33,2210.88,21,Kuzey Amerika,489849849.94
Airbus A350,2015,2,Turbofan,350,14800,6.44,3484.17,8,Asya,619528213.69
Airbus A320,2008,2,Turbofan,180,6300,14.41,4159.32,15,Avustralya,128687718.35
Airbus A350,2008,2,Turbofan,350,14800,13.82,4666.05,15,Kuzey Amerika,404193484.54
Airbus A320,2007,2,Turbofan,180,6300,10.97,2592.66,16,Avustralya,108653182.9
Airbus A350,1988,2,Turbofan,350,14800,4.69,4477.99,35,Güney Amerika,351511609.65
Cessna 172,1985,1,Piston,4,1285,21.65,1005.08,38,Avrupa,207032.38
Airbus A320,1999,2,Turbofan,180,6300,12.46,3263.83,24,Afrika,83537785.9
Cessna 172,2001,1,Piston,4,1285,17.45,525.34,22,Asya,258698.36
Cessna 172,2004,1,Piston,4,1285,24.53,948.77,19,Asya,249020.81
Boeing 737,2006,2,Turbofan,162,5700,4.33,2068.15,17,Avustralya,83781772.97
Boeing 777,2006,2,Turbofan,396,15600,8.04,3411.82,17,Avrupa,379235001.7
Cessna 172,2009,1,Piston,4,1285,18.59,4802.09,14,Avustralya,302202.58
Cessna 172,1988,1,Piston,4,1285,39.44,2824.99,35,Avrupa,229802.04
Airbus A320,2004,2,Turbofan,180,6300,8.03,2200.86,19,Kuzey Amerika,98137440.89
Cessna 172,2011,1,Piston,4,1285,34.36,898.35,12,Asya,298829.14
Boeing 777,2017,2,Turbofan,396,15600,8.92,2950.39,6,Kuzey Amerika,664825963.57
Airbus A350,2015,2,Turbofan,350,14800,11.08,841.42,8,Avustralya,551857182.33
Airbus A350,1994,2,Turbofan,350,14800,11.36,2612.46,29,Asya,389761023.31
Boeing 737,1989,2,Turbofan,162,5700,7.14,2882.46,34,Kuzey Amerika,69713044.47
Boeing 777,2020,2,Turbofan,396,15600,10.73,4725.99,3,Avustralya,628917569.66
Airbus A350,1987,2,Turbofan,350,14800,7.99,836.36,36,Avustralya,410141519.13
Bombardier CRJ200,1998,2,Turbofan,50,3000,7.73,2382.73,25,Afrika,11587918.96
Airbus A320,2011,2,Turbofan,180,6300,12.07,3354.09,12,Avustralya,120156331.65
Bombardier CRJ200,1995,2,Turbofan,50,3000,6.5,1340.3,28,Asya,11543368.38
Boeing 737,1997,2,Turbofan,162,5700,8.1,2065.86,26,Afrika,58788685.3
Boeing 737,2018,2,Turbofan,162,5700,2.43,1155.33,5,Avustralya,110675743.33
Boeing 777,2017,2,Turbofan,396,15600,14.41,2616.12,6,Afrika,755366333.49
Cessna 172,2007,1,Piston,4,1285,43.07,3403.75,16,Kuzey Amerika,329844.34
Bombardier CRJ200,2023,2,Turbofan,50,3000,8.56,981.14,0,Afrika,25936964.88
Bombardier CRJ200,1987,2,Turbofan,50,3000,2.94,4247.51,36,Kuzey Amerika,14103294.96
Cessna 172,2016,1,Piston,4,1285,31.36,3608.15,7,Asya,311491.52
Boeing 777,1990,2,Turbofan,396,15600,13.58,3293.75,33,Güney Amerika,351693479.81
Boeing 737,1989,2,Turbofan,162,5700,12.72,2732.79,34,Kuzey Amerika,57951576.84
Airbus A350,1988,2,Turbofan,350,14800,2.67,776.78,35,Kuzey Amerika,364364071.16
Airbus A320,1983,2,Turbofan,180,6300,6.38,2210.68,40,Kuzey Amerika,85981003.83
Boeing 777,2006,2,Turbofan,396,15600,4.87,728.84,17,Avustralya,570611120.44
Boeing 777,1983,2,Turbofan,396,15600,9.12,1734.18,40,Kuzey Amerika,383331361.97
Boeing 777,2013,2,Turbofan,396,15600,12.28,2100.3,10,Avustralya,558203450.28
Boeing 737,2012,2,Turbofan,162,5700,3.66,2795.96,11,Avrupa,92659822.98
Bombardier CRJ200,1991,2,Turbofan,50,3000,6.88,1683.16,32,Asya,13866620.77
Cessna 172,1990,1,Piston,4,1285,23.72,2739.9,33,Güney Amerika,201692.87
Boeing 777,2000,2,Turbofan,396,15600,12.04,586.28,23,Avustralya,368031920.05
Boeing 777,1997,2,Turbofan,396,15600,2.57,1269.25,26,Avustralya,444862160.78
Bombardier CRJ200,2003,2,Turbofan,50,3000,8.42,4162.23,20,Asya,15456838.22
Cessna 172,2017,1,Piston,4,1285,39.49,1424.16,6,Kuzey Amerika,337027.89
Airbus A320,1980,2,Turbofan,180,6300,3.36,4565.33,43,Avrupa,84770622.91
Cessna 172,1998,1,Piston,4,1285,44.41,4922.1,25,Kuzey Amerika,222171.82
Airbus A350,2006,2,Turbofan,350,14800,4.48,3750.4,17,Kuzey Amerika,499800166.12
Airbus A320,1986,2,Turbofan,180,6300,2.93,2489.7,37,Avrupa,89699227.32
Airbus A320,2012,2,Turbofan,180,6300,6.29,2239.0,11,Avrupa,114164694.94
Airbus A320,2015,2,Turbofan,180,6300,13.34,3179.1,8,Güney Amerika,129949605.92
Bombardier CRJ200,2013,2,Turbofan,50,3000,11.04,1212.08,10,Güney Amerika,18336430.77
Bombardier CRJ200,2015,2,Turbofan,50,3000,10.64,975.76,8,Avustralya,18465008.17
Boeing 737,2006,2,Turbofan,162,5700,2.24,4713.59,17,Afrika,78426806.4
Boeing 737,1987,2,Turbofan,162,5700,2.28,2470.0,36,Avrupa,64953921.0
Boeing 737,2010,2,Turbofan,162,5700,3.72,1947.48,13,Kuzey Amerika,59279121.23
Boeing 777,2003,2,Turbofan,396,15600,10.74,2193.74,20,Avrupa,484863937.16
Airbus A350,2018,2,Turbofan,350,14800,4.61,3154.25,5,Güney Amerika,770362101.42
